Marca Puntos
3:02.44;760
3:02.54;759
3:02.64;758
3:02.74;757
3:02.84;756
3:02.94;755
3:03.04;754
3:03.14;753
3:03.24;752
3:03.34;751
3:03.44;750
3:03.49;749
3:03.54;748
3:03.64;747
3:03.74;746
3:03.84;745
3:03.94;744
3:04.04;743
3:04.14;742
3:04.24;741
3:04.34;740
3:04.44;739
3:04.54;738
3:04.64;737
3:04.74;736
3:04.84;735
3:04.94;734
3:05.04;733
3:05.14;732
3:05.24;731
3:05.34;730
3:05.44;729
3:05.54;728
3:05.64;727
3:05.74;726
3:05.84;725
3:05.89;724
3:05.94;723
3:06.04;722
3:06.14;721
3:06.24;720
3:06.34;719
3:06.44;718
3:06.54;717
3:06.64;716
3:06.74;715
3:06.84;714
3:06.94;713
3:07.04;712
3:07.14;711
3:07.24;710
3:07.34;709
3:07.44;708
3:07.54;707
3:07.64;706
3:07.74;705
3:07.84;704
3:07.94;703
3:08.04;702
3:08.14;701
3:08.24;700
3:08.29;699
3:08.34;698
3:08.44;697
3:08.54;696
3:08.64;695
3:08.74;694
3:08.84;693
3:08.94;692
3:09.04;691
3:09.14;690
3:09.24;689
3:09.34;688
3:09.44;687
3:09.54;686
3:09.64;685
3:09.74;684
3:09.84;683
3:09.94;682
3:10.04;681
3:10.14;680
3:10.24;679
3:10.34;678
3:10.44;677
3:10.54;676
3:10.64;675
3:10.69;674
3:10.74;673
3:10.84;672
3:10.94;671
3:11.04;670
3:11.14;669
3:11.24;668
3:11.34;667
3:11.44;666
3:11.54;665
3:11.64;664
3:11.74;663
3:11.84;662
3:11.94;661
3:12.04;660
3:12.14;659
3:12.24;658
3:12.34;657
3:12.44;656
3:12.54;655
3:12.64;654
3:12.74;653
3:12.84;652
3:12.94;651
3:13.04;650
3:13.14;649
3:13.24;648
3:13.34;647
3:13.44;646
3:13.54;645
3:13.64;644
3:13.74;643
3:13.84;642
3:13.94;641
3:14.04;640
3:14.14;639
3:14.24;638
3:14.34;637
3:14.44;636
3:14.54;635
3:14.64;634
3:14.74;633
3:14.84;632
3:14.94;631
3:15.04;630
3:15.14;629
3:15.24;628
3:15.34;627
3:15.44;626
3:15.54;625
3:15.74;624
3:15.84;623
3:15.94;622
3:16.04;621
3:16.14;620
3:16.24;619
3:16.34;618
3:16.44;617
3:16.54;616
3:16.64;615
3:16.74;614
3:16.84;613
3:16.94;612
3:17.04;611
3:17.14;610
3:17.24;609
3:17.34;608
3:17.44;607
3:17.54;606
3:17.64;605
3:17.74;604
3:17.84;603
3:17.94;602
3:18.04;601
3:18.14;600
3:18.24;599
3:18.44;598
3:18.54;597
3:18.64;596
3:18.74;595
3:18.84;594
3:18.94;593
3:19.04;592
3:19.14;591
3:19.24;590
3:19.34;589
3:19.44;588
3:19.54;587
3:19.64;586
3:19.74;585
3:19.84;584
3:19.94;583
3:20.04;582
3:20.14;581
3:20.24;580
3:20.44;579
3:20.54;578
3:20.64;577
3:20.74;576
3:20.84;575
3:20.94;574
3:21.04;573
3:21.14;572
3:21.24;571
3:21.34;570
3:21.54;569
3:21.64;568
3:21.74;567
3:21.84;566
3:21.94;565
3:22.14;564
3:22.24;563
3:22.34;562
3:22.44;561
3:22.54;560
3:22.64;559
3:22.74;558
3:22.84;557
3:22.94;556
3:23.04;555
3:23.14;554
3:23.24;553
3:23.34;552
3:23.44;551
3:23.54;550
3:23.64;549
3:23.84;548
3:23.94;547
3:24.04;546
3:24.14;545
3:24.24;544
3:24.34;543
3:24.44;542
3:24.54;541
3:24.64;540
3:24.74;539
3:24.94;538
3:25.04;537
3:25.14;536
3:25.24;535
3:25.34;534
3:25.44;533
3:25.54;532
3:25.64;531
3:25.74;530
3:25.84;529
3:26.04;528
3:26.14;527
3:26.24;526
3:26.34;525
3:26.44;524
3:26.54;523
3:26.64;522
3:26.74;521
3:26.84;520
3:26.94;519
3:27.04;518
3:27.14;517
3:27.24;516
3:27.34;515
3:27.54;514
3:27.64;513
3:27.74;512
3:27.84;511
3:27.94;510
3:28.14;509
3:28.24;508
3:28.34;507
3:28.44;506
3:28.54;505
3:28.74;504
3:28.84;503
3:28.94;502
3:29.04;501
3:29.24;500
3:29.34;499
3:29.44;498
3:29.54;497
3:29.64;496
3:29.74;495
3:29.94;494
3:30.04;493
3:30.14;492
3:30.24;491
3:30.34;490
3:30.54;489
3:30.64;488
3:30.74;487
3:30.84;486
3:30.94;485
3:31.14;484
3:31.24;483
3:31.34;482
3:31.44;481
3:31.54;480
3:31.74;479
3:31.84;478
3:31.94;477
3:32.04;476
3:32.14;475
3:32.24;474
3:32.34;473
3:32.54;472
3:32.64;471
3:32.74;470
3:32.84;469
3:32.94;468
3:33.04;467
3:33.14;466
3:33.24;465
3:33.44;464
3:33.54;463
3:33.64;462
3:33.74;461
3:33.84;460
3:34.04;459
3:34.14;458
3:34.24;457
3:34.34;456
3:34.44;455
3:34.54;454
3:34.74;453
3:34.94;452
3:35.04;451
3:35.24;450
3:35.34;449
3:35.44;448
3:35.54;447
3:35.74;446
3:35.84;445
3:35.94;444
3:36.04;443
3:36.24;442
3:36.34;441
3:36.44;440
3:36.54;439
3:36.74;438
3:36.84;437
3:36.94;436
3:37.04;435
3:37.24;434
3:37.34;433
3:37.44;432
3:37.54;431
3:37.74;430
3:37.84;429
3:37.94;428
3:38.04;427
3:38.24;426
3:38.34;425
3:38.44;424
3:38.54;423
3:38.74;422
3:38.84;421
3:38.94;420
3:39.04;419
3:39.24;418
3:39.34;417
3:39.44;416
3:39.54;415
3:39.74;414
3:39.84;413
3:39.94;412
3:40.04;411
3:40.24;410
3:40.34;409
3:40.44;408
3:40.54;407
3:40.74;406
3:40.84;405
3:40.94;404
3:41.14;403
3:41.24;402
3:41.34;401
3:41.54;400
3:41.64;399
3:41.84;398
3:41.94;397
3:42.14;396
3:42.24;395
3:42.44;394
3:42.54;393
3:42.74;392
3:42.84;391
3:42.94;390
3:43.14;389
3:43.24;388
3:43.44;387
3:43.54;386
3:43.64;385
3:43.84;384
3:43.94;383
3:44.14;382
3:44.24;381
3:44.44;380
3:44.54;379
3:44.74;378
3:44.84;377
3:45.04;376
3:45.14;375
3:45.34;374
3:45.44;373
3:45.64;372
3:45.74;371
3:45.94;370
3:46.04;369
3:46.24;368
3:46.44;367
3:46.54;366
3:46.64;365
3:46.84;364
3:46.94;363
3:47.14;362
3:47.24;361
3:47.44;360
3:47.54;359
3:47.74;358
3:47.84;357
3:48.04;356
3:48.14;355
3:48.24;354
3:48.44;353
3:48.54;352
3:48.74;351
3:48.84;350
3:49.04;349
3:49.14;348
3:49.34;347
3:49.44;346
3:49.64;345
3:49.84;344
3:49.94;343
3:50.14;342
3:50.34;341
3:50.44;340
3:50.64;339
3:50.74;338
3:50.94;337
3:51.14;336
3:51.34;335
3:51.44;334
3:51.64;333
3:51.84;332
3:52.04;331
3:52.24;330
3:52.34;329
3:52.54;328
3:52.74;327
3:52.94;326
3:53.14;325
3:53.24;324
3:53.44;323
3:53.54;322
3:53.74;321
3:53.94;320
3:54.04;319
3:54.24;318
3:54.44;317
3:54.64;316
3:54.74;315
3:54.84;314
3:55.04;313
3:55.24;312
3:55.44;311
3:55.64;310
3:55.74;309
3:55.94;308
3:56.14;307
3:56.34;306
3:56.54;305
3:56.64;304
3:56.84;303
3:57.04;302
3:57.24;301
3:57.44;300
3:57.64;299
3:57.84;298
3:57.94;297
3:58.14;296
3:58.34;295
3:58.54;294
3:58.74;293
3:58.94;292
3:59.14;291
3:59.34;290
3:59.54;289
3:59.74;288
3:59.94;287
4:00.14;286
4:00.34;285
4:00.54;284
4:00.74;283
4:00.94;282
4:01.14;281
4:01.34;280
4:01.54;279
4:01.74;278
4:01.94;277
4:02.14;276
4:02.34;275
4:02.54;274
4:02.74;273
4:02.94;272
4:03.14;271
4:03.34;270
4:03.54;269
4:03.74;268
4:03.94;267
4:04.14;266
4:04.34;265
4:04.54;264
4:04.74;263
4:04.94;262
4:05.14;261
4:05.34;260
4:05.54;259
4:05.74;258
4:05.94;257
4:06.14;256
4:06.34;255
4:06.54;254
4:06.74;253
4:06.94;252
4:07.14;251
4:07.34;250
4:07.54;249
4:07.74;248
4:07.94;247
4:08.24;246
4:08.44;245
4:08.64;244
4:08.84;243
4:09.04;242
4:09.24;241
4:09.54;240
4:09.74;239
4:09.94;238
4:10.14;237
4:10.44;236
4:10.64;235
4:10.84;234
4:11.04;233
4:11.24;232
4:11.54;231
4:11.74;230
4:11.94;229
4:12.24;228
4:12.44;227
4:12.64;226
4:12.94;225
4:13.14;224
4:13.34;223
4:13.54;222
4:13.84;221
4:14.04;220
4:14.24;219
4:14.44;218
4:14.74;217
4:14.94;216
4:15.24;215
4:15.44;214
4:15.64;213
4:15.94;212
4:16.14;211
4:16.34;210
4:16.54;209
4:16.74;208
4:17.04;207
4:17.24;206
4:17.44;205
4:17.64;204
4:17.84;203
4:18.14;202
4:18.34;201
4:18.54;200
4:18.84;199
4:19.04;198
4:19.24;197
4:19.54;196
4:19.74;195
4:19.94;194
4:20.14;193
4:20.44;192
4:20.74;191
4:21.04;190
4:21.24;189
4:21.54;188
4:21.84;187
4:22.04;186
4:22.24;185
4:22.54;184
4:22.74;183
4:23.04;182
4:23.34;181
4:23.64;180
4:23.84;179
4:24.14;178
4:24.44;177
4:24.64;176
4:24.84;175
4:25.14;174
4:25.44;173
4:25.74;172
4:25.94;171
4:26.14;170
4:26.44;169
4:26.64;168
4:26.94;167
4:27.14;166
4:27.34;165
4:27.64;164
4:27.84;163
4:28.04;162
4:28.34;161
4:28.64;160
4:28.84;159
4:29.14;158
4:29.34;157
4:29.54;156
4:29.84;155
4:30.14;154
4:30.34;153
4:30.64;152
4:30.84;151
4:31.04;150
4:31.34;149
4:31.54;148
4:31.74;147
4:31.94;146
4:32.14;145
4:32.34;144
4:32.54;143
4:32.74;142
4:32.94;141
4:33.14;140
4:33.34;139
4:33.54;138
4:33.74;137
4:33.94;136
4:34.14;135
4:34.34;134
4:34.54;133
4:34.74;132
4:34.94;131
4:35.14;130
4:35.34;129
4:35.54;128
4:35.74;127
4:35.94;126
4:36.24;125
4:36.44;124
4:36.64;123
4:36.84;122
4:37.04;121
4:37.24;120
4:37.44;119
4:37.64;118
4:37.84;117
4:38.04;116
4:38.24;115
4:38.44;114
4:38.64;113
4:38.84;112
4:39.04;111
4:39.24;110
4:39.44;109
4:39.64;108
4:39.84;107
4:40.04;106
4:40.24;105
4:40.44;104
4:40.64;103
4:40.84;102
4:41.04;101
4:41.24;100
4:41.54;99
4:41.74;98
4:41.94;97
4:42.14;96
4:42.34;95
4:42.54;94
4:42.74;93
4:42.94;92
4:43.14;91
4:43.34;90
4:43.54;89
4:43.74;88
4:43.94;87
4:44.14;86
4:44.34;85
4:44.54;84
4:44.74;83
4:44.94;82
4:45.14;81
4:45.34;80
4:45.54;79
4:45.74;78
4:45.94;77
4:46.14;76
4:46.34;75
4:46.54;74
4:46.74;73
4:46.94;72
4:47.14;71
4:47.34;70
4:47.54;69
4:47.74;68
4:47.94;67
4:48.14;66
4:48.34;65
4:48.54;64
4:48.74;63
4:48.94;62
4:49.14;61
4:49.34;60
4:49.54;59
4:49.74;58
4:49.94;57
4:50.14;56
4:50.34;55
4:50.54;54
4:50.74;53
4:50.94;52
4:51.14;51
4:51.34;50
4:51.64;49
4:51.84;48
4:52.04;47
4:52.24;46
4:52.54;45
4:52.74;44
4:52.94;43
4:53.24;42
4:53.44;41
4:53.74;40
4:53.94;39
4:54.24;38
4:54.44;37
4:54.64;36
4:54.94;35
4:55.24;34
4:55.44;33
4:55.64;32
4:55.84;31
4:56.14;30
4:56.34;29
4:56.64;28
4:56.84;27
4:58.14;26
4:57.34;25
4:57.54;24
4:57.84;23
4:58.04;22
4:58.24;21
4:58.54;20
4:58.74;19
4:58.94;18
4:59.24;17
4:59.54;16
4:58.84;15
4:59.14;14
5:00.24;13
5:00.54;12
5:00.84;11
5:01.14;10
5:01.34;9
5:01.54;8
5:01.84;7
5:02.14;6
5:02.44;5
5:02.74;4
5:03.04;3
5:03.34;2
5:03.74;1
